"STORE","Yr","mon","dayCount"
609,2004,11,29
4102,2004,11,29
1502,2004,11,29
3107,2004,11,29
1704,2004,11,29
1003,2004,11,29
7102,2004,11,29
4507,2005,6,30
6202,2004,12,30
8707,2005,6,30
1602,2005,3,30
2307,2005,6,30
1602,2004,12,30
8209,2005,4,30
2603,2005,6,30
9103,2004,9,30
7004,2004,9,30
4204,2005,3,30
2409,2005,6,30
4904,2005,3,30
2303,2005,6,30
5603,2004,9,30
6202,2005,4,30
8503,2004,9,30
8503,2005,4,30
3403,2004,9,30
2804,2004,9,30
2103,2004,9,30
4107,2004,12,30
303,2005,3,30
3309,2005,3,30
7603,2005,6,30
4007,2005,4,30
9204,2005,6,30
9309,2004,9,30
8309,2004,9,30
8604,2005,4,30
2304,2004,9,30
3809,2005,4,30
3302,2004,12,30
703,2004,12,30
8402,2004,12,30
3503,2005,3,30
8602,2005,6,30
7202,2004,12,30
309,2005,6,30
202,2004,8,30
5203,2005,3,30
7804,2004,12,30
6403,2005,3,30
8407,2005,4,30
8603,2004,12,30
3303,2005,4,30
4503,2005,6,30
102,2005,6,30
7403,2004,9,30
507,2004,12,30
1709,2004,9,30
303,2004,9,30
2309,2005,3,30
8204,2005,3,30
802,2005,3,30
8102,2005,6,30
6703,2005,6,30
3304,2004,12,30
6604,2004,9,30
1703,2004,9,30
4204,2004,9,30
304,2004,9,30
1302,2005,4,30
4904,2005,6,30
7202,2005,6,30
6202,2005,6,30
1103,2005,6,30
6009,2004,9,30
6503,2005,3,30
2904,2004,12,30
7503,2005,4,30
8709,2005,3,30
1502,2005,6,30
1003,2005,4,30
1204,2004,12,30
8803,2005,3,30
102,2004,8,30
3902,2005,6,30
5503,2005,3,30
1103,2005,4,30
3202,2005,4,30
8004,2004,12,30
4104,2005,6,30
9604,2004,12,30
1502,2004,9,30
1007,2005,6,30
4507,2005,3,30
6904,2005,6,30
4702,2004,12,30
1007,2004,12,30
2509,2005,4,30
3709,2005,4,30
2804,2005,6,30
1102,2005,6,30
1807,2005,3,30
4103,2005,4,30
1509,2004,9,30
2309,2005,6,30
5903,2005,3,30
5704,2005,6,30
3807,2005,4,30
3002,2005,4,30
8609,2005,3,30
8302,2005,6,30
1102,2005,3,30
7503,2005,6,30
3303,2005,3,30
8007,2004,9,30
2007,2004,9,30
1009,2004,9,30
2504,2005,6,30
2809,2005,3,30
3902,2005,3,30
7407,2005,3,30
9804,2004,12,30
2009,2004,12,30
4302,2004,12,30
7402,2005,4,30
3709,2005,3,30
7107,2005,4,30
3207,2004,9,30
4703,2004,12,30
5704,2005,3,30
9309,2004,12,30
2607,2004,12,30
4103,2004,9,30
7507,2005,6,30
8702,2005,4,30
2804,2005,3,30
2004,2005,4,30
4904,2005,4,30
4307,2005,3,30
3004,2005,4,30
3602,2005,3,30
1402,2004,12,30
8604,2005,3,30
2604,2004,9,30
1007,2004,9,30
1403,2005,6,30
3109,2005,6,30
703,2005,6,30
6804,2004,9,30
5002,2005,4,30
903,2005,3,30
8504,2005,3,30
9209,2005,3,30
8607,2005,6,30
1407,2005,6,30
3007,2005,4,30
5802,2005,6,30
4107,2005,3,30
4109,2004,12,30
3009,2005,3,30
7502,2004,9,30
307,2004,9,30
409,2005,3,30
5903,2004,9,30
4302,2004,9,30
4603,2005,6,30
7703,2005,3,30
2304,2005,6,30
7704,2005,4,30
2209,2005,4,30
5804,2004,12,30
6002,2004,12,30
7602,2005,6,30
5402,2005,6,30
604,2004,9,30
6903,2004,12,30
7303,2005,6,30
1109,2005,3,30
4402,2004,12,30
7007,2004,12,30
2404,2004,12,30
3107,2005,6,30
3604,2004,9,30
5202,2004,12,30
3402,2005,3,30
4504,2004,9,30
7403,2005,6,30
1003,2005,6,30
8403,2005,4,30
8702,2005,6,30
1403,2005,4,30
1204,2005,6,30
5403,2005,3,30
5803,2004,12,30
4207,2005,3,30
1002,2005,6,30
2909,2004,12,30
3602,2004,12,30
504,2005,3,30
9402,2004,9,30
4102,2005,6,30
4502,2005,4,30
9002,2005,4,30
9603,2004,12,30
5204,2005,3,30
204,2004,12,30
6704,2004,9,30
3509,2005,6,30
1704,2004,9,30
7303,2004,12,30
3902,2005,4,30
6204,2004,12,30
8202,2005,3,30
4109,2004,9,30
1404,2005,6,30
8902,2004,9,30
3103,2004,12,30
2704,2005,3,30
7003,2004,12,30
9309,2005,6,30
1709,2005,4,30
5602,2005,4,30
3709,2004,9,30
4109,2005,3,30
9604,2005,4,30
6204,2005,3,30
5203,2004,12,30
704,2004,12,30
107,2005,4,30
8603,2005,3,30
8504,2005,4,30
3109,2005,3,30
6304,2005,6,30
2402,2005,4,30
4603,2004,12,30
2109,2004,9,30
4703,2005,6,30
6009,2005,6,30
5204,2004,12,30
503,2004,12,30
2504,2005,3,30
9302,2005,6,30
2602,2004,12,30
6703,2004,9,30
3507,2005,6,30
2309,2005,4,30
6104,2005,4,30
7304,2005,3,30
8703,2005,3,30
504,2004,9,30
3004,2004,12,30
1107,2005,3,30
2503,2005,6,30
1607,2004,12,30
3303,2005,6,30
7804,2004,9,30
3304,2005,6,30
6302,2005,4,30
9304,2005,3,30
8607,2004,9,30
1904,2005,4,30
7904,2005,4,30
6102,2004,12,30
2303,2004,12,30
6209,2005,4,30
7704,2005,6,30
209,2005,4,30
3804,2004,12,30
202,2005,4,30
8002,2005,6,30
5404,2004,12,30
7502,2005,4,30
5802,2005,3,30
6604,2005,6,30
4803,2005,3,30
2907,2005,3,30
907,2004,12,30
1302,2005,3,30
5803,2005,6,30
9504,2005,4,30
9804,2004,9,30
302,2005,4,30
8709,2004,9,30
6209,2005,6,30
3902,2004,12,30
4309,2004,9,30
6902,2005,6,30
6903,2005,3,30
2609,2004,9,30
3309,2005,4,30
2504,2004,9,30
9909,2004,12,30
1004,2005,3,30
8002,2004,9,30
2203,2005,3,30
404,2005,4,30
4004,2005,4,30
3607,2004,12,30
3204,2005,3,30
3209,2004,12,30
8004,2005,3,30
3202,2004,9,30
704,2005,6,30
5303,2005,3,30
1002,2005,3,30
6902,2005,3,30
2109,2005,4,30
5402,2005,4,30
2307,2005,3,30
2907,2005,4,30
1103,2004,12,30
6104,2005,6,30
9303,2004,9,30
8507,2004,9,30
9604,2005,3,30
1202,2005,4,30
402,2005,4,30
4302,2005,4,30
6109,2005,4,30
8309,2005,6,30
609,2005,4,30
4402,2005,6,30
2707,2005,4,30
3204,2004,9,30
9704,2004,9,30
4203,2005,6,30
3007,2004,9,30
3407,2005,4,30
3502,2005,3,30
3009,2005,4,30
3507,2004,12,30
3303,2004,9,30
8402,2005,3,30
2004,2004,9,30
7407,2004,12,30
8302,2005,3,30
9709,2004,9,30
5404,2005,4,30
9603,2004,9,30
404,2005,6,30
3603,2004,12,30
7307,2005,6,30
3207,2005,6,30
209,2005,6,30
8209,2004,12,30
1609,2005,3,30
1609,2004,9,30
2702,2005,6,30
2909,2005,4,30
1302,2004,12,30
3102,2004,12,30
5104,2004,12,30
8703,2005,4,30
1007,2005,3,30
8709,2004,12,30
5004,2004,9,30
409,2004,9,30
4209,2004,12,30
107,2005,6,30
2509,2004,9,30
5504,2005,3,30
3202,2005,3,30
3304,2005,4,30
2707,2005,6,30
5204,2004,9,30
4603,2005,3,30
907,2004,9,30
6203,2004,9,30
7407,2004,9,30
7302,2005,3,30
3103,2005,3,30
4007,2005,3,30
502,2005,3,30
5104,2005,6,30
1307,2004,12,30
5803,2004,9,30
2203,2005,6,30
303,2005,4,30
9104,2005,3,30
7804,2005,3,30
5603,2005,6,30
4209,2005,3,30
4407,2005,3,30
6704,2004,12,30
4307,2005,4,30
3007,2004,12,30
907,2005,3,30
9504,2005,6,30
8407,2004,12,30
2402,2004,12,30
509,2005,4,30
709,2004,12,30
8109,2004,12,30
8402,2005,6,30
7404,2005,6,30
6102,2005,4,30
9704,2005,4,30
5204,2005,4,30
9302,2005,4,30
4707,2005,3,30
704,2005,3,30
404,2004,12,30
3204,2005,6,30
4502,2005,3,30
5104,2005,3,30
7204,2004,9,30
4409,2005,3,30
309,2004,10,30
2609,2005,6,30
2103,2005,3,30
7707,2004,9,30
6904,2005,3,30
7907,2004,12,30
2809,2004,12,30
2702,2004,12,30
9709,2004,12,30
4004,2004,12,30
4403,2005,3,30
2202,2005,4,30
7302,2005,6,30
4303,2005,4,30
302,2004,12,30
503,2004,9,30
1307,2005,3,30
8803,2004,9,30
5304,2005,6,30
1509,2005,3,30
2103,2004,12,30
6704,2005,3,30
3704,2004,9,30
4107,2005,6,30
4209,2004,9,30
5404,2005,3,30
609,2005,3,30
1909,2005,4,30
8409,2005,3,30
9409,2005,6,30
6009,2005,3,30
3702,2005,4,30
8004,2005,4,30
7202,2005,4,30
2207,2005,3,30
8102,2005,4,30
1302,2005,6,30
3304,2005,3,30
4003,2005,3,30
3309,2004,12,30
6902,2004,9,30
7804,2005,6,30
2307,2004,12,30
102,2005,3,30
3309,2004,9,30
6104,2004,9,30
2603,2004,9,30
2104,2005,4,30
1704,2005,3,30
4704,2004,9,30
7007,2004,9,30
2307,2004,9,30
7702,2005,6,30
8004,2005,6,30
1509,2005,6,30
2909,2005,6,30
2904,2004,9,30
7407,2005,6,30
507,2005,6,30
4503,2005,4,30
6804,2005,3,30
5403,2004,12,30
6203,2005,3,30
5404,2005,6,30
4804,2005,3,30
2509,2005,3,30
6403,2005,4,30
8607,2005,3,30
8507,2004,12,30
5303,2005,4,30
204,2005,4,30
7807,2005,4,30
6304,2004,9,30
3204,2005,4,30
4104,2005,3,30
4903,2005,6,30
903,2004,9,30
6004,2004,12,30
7904,2004,9,30
2009,2005,4,30
8609,2004,9,30
9804,2005,4,30
5604,2005,6,30
703,2005,3,30
3307,2005,3,30
9202,2005,3,30
2604,2005,4,30
3307,2004,9,30
4303,2005,3,30
2009,2005,3,30
5402,2005,3,30
1702,2005,3,30
2407,2004,12,30
2807,2005,4,30
4907,2005,3,30
1002,2005,4,30
9909,2005,4,30
9202,2005,4,30
4307,2005,6,30
509,2005,3,30
2509,2004,12,30
4903,2005,4,30
3407,2004,12,30
3209,2005,3,30
3704,2005,6,30
3809,2005,6,30
4907,2004,9,30
3102,2005,6,30
2409,2005,4,30
7603,2005,4,30
9002,2005,6,30
5202,2005,4,30
3307,2005,6,30
1609,2005,4,30
3909,2004,12,30
8602,2005,4,30
4703,2005,4,30
502,2004,8,30
8703,2004,9,30
6403,2004,9,30
9704,2005,6,30
8602,2005,3,30
3103,2005,4,30
6109,2005,6,30
9302,2004,9,30
609,2005,6,30
5503,2005,6,30
1909,2004,12,30
2204,2004,9,30
3103,2005,6,30
4503,2005,3,30
9603,2005,3,30
209,2004,9,30
1703,2004,12,30
304,2005,3,30
4603,2005,4,30
704,2004,9,30
7107,2004,9,30
7702,2004,12,30
8202,2005,4,30
103,2004,9,30
4804,2004,12,30
5102,2004,12,30
4702,2005,4,30
5004,2005,3,30
4302,2005,6,30
5502,2005,3,30
5304,2005,3,30
7704,2004,9,30
2007,2005,4,30
9202,2004,9,30
5302,2005,4,30
7304,2004,9,30
2202,2005,6,30
7807,2005,3,30
1807,2004,12,30
1202,2004,8,30
6009,2005,4,30
2809,2005,4,30
9104,2004,9,30
4504,2005,4,30
6904,2004,8,30
9504,2004,12,30
7304,2004,12,30
6104,2005,3,30
4903,2005,3,30
1404,2005,3,30
3207,2005,3,30
3209,2005,4,30
3103,2004,9,30
307,2004,12,30
4409,2004,9,30
8902,2005,4,30
707,2005,3,30
8404,2005,4,30
4004,2005,6,30
3909,2005,4,30
4107,2004,9,30
2409,2004,12,30
7602,2004,12,30
3604,2004,12,30
2204,2005,6,30
8607,2004,12,30
5304,2004,9,30
1207,2005,6,30
2407,2005,6,30
6604,2005,3,30
1009,2004,12,30
509,2004,12,30
2007,2005,3,30
1304,2005,6,30
3609,2005,4,30
9609,2005,3,30
3509,2005,3,30
4607,2005,6,30
604,2005,4,30
2303,2005,4,30
8007,2005,4,30
1103,2005,3,30
8707,2004,9,30
9609,2005,4,30
5002,2005,3,30
6102,2004,9,30
3909,2004,9,30
3607,2005,3,30
1602,2004,9,30
2804,2004,12,30
8407,2005,6,30
5803,2005,3,30
407,2005,6,30
2407,2005,4,30
1607,2005,3,30
6304,2004,12,30
4104,2005,4,30
1204,2005,4,30
2909,2005,3,30
2407,2005,3,30
2503,2004,9,30
5302,2005,3,30
603,2005,4,30
309,2005,4,30
1403,2005,3,30
9409,2004,9,30
4407,2004,9,30
2807,2004,12,30
2909,2004,9,30
3009,2004,12,30
409,2004,12,30
704,2005,4,30
6704,2005,4,30
3102,2005,3,30
1709,2004,12,30
5004,2005,4,30
209,2005,3,30
8403,2004,9,30
7807,2004,12,30
8803,2005,6,30
4404,2004,9,30
4603,2004,9,30
1402,2005,6,30
8204,2005,4,30
2004,2004,12,30
2502,2004,12,30
7007,2005,6,30
4803,2005,4,30
2609,2005,4,30
9404,2005,4,30
4907,2004,12,30
707,2004,12,30
7507,2005,3,30
7603,2005,3,30
5804,2005,3,30
3802,2005,6,30
709,2005,4,30
3509,2005,4,30
3909,2005,3,30
4407,2005,6,30
9302,2004,12,30
2209,2004,12,30
1602,2004,8,30
4202,2005,3,30
509,2004,9,30
1003,2005,3,30
5704,2005,4,30
9709,2005,4,30
909,2004,12,30
3102,2005,4,30
409,2005,6,30
1307,2005,4,30
2009,2005,6,30
4703,2005,3,30
7204,2005,3,30
107,2004,12,30
609,2004,12,30
3502,2005,6,30
203,2005,4,30
5804,2005,6,30
8202,2004,12,30
9104,2004,12,30
1204,2004,9,30
2607,2004,9,30
1407,2004,12,30
8902,2004,12,30
9409,2005,3,30
5704,2004,9,30
7702,2005,3,30
7304,2005,6,30
4904,2004,9,30
4402,2005,4,30
5402,2004,12,30
3102,2004,9,30
1607,2005,6,30
4802,2004,12,30
2407,2004,9,30
3003,2004,9,30
807,2005,4,30
203,2005,3,30
2609,2004,12,30
7004,2005,3,30
5102,2005,3,30
6302,2005,3,30
4409,2005,6,30
6404,2004,9,30
5603,2005,3,30
4702,2005,3,30
5103,2004,12,30
9002,2004,12,30
4807,2004,12,30
7407,2005,4,30
1407,2005,4,30
8504,2005,6,30
5002,2005,6,30
8607,2005,4,30
2202,2004,12,30
1203,2005,4,30
4607,2004,9,30
9402,2004,12,30
2609,2005,3,30
8302,2004,12,30
202,2005,3,30
2704,2004,12,30
1609,2004,12,30
4004,2005,3,30
3709,2004,12,30
5903,2005,6,30
1102,2005,4,30
5104,2004,9,30
7503,2005,3,30
1203,2005,3,30
6204,2004,9,30
6004,2005,6,30
5102,2005,6,30
3807,2004,12,30
6902,2005,4,30
9209,2005,4,30
802,2004,8,30
1404,2004,12,30
102,2005,4,30
9303,2005,6,30
7007,2005,3,30
3607,2005,4,30
807,2005,6,30
8002,2004,12,30
7703,2005,4,30
6202,2004,9,30
4003,2005,4,30
3004,2004,9,30
3502,2005,4,30
6302,2004,12,30
4309,2004,12,30
3802,2004,12,30
9103,2004,12,30
1104,2005,4,30
7707,2005,6,30
5302,2005,6,30
604,2005,3,30
4907,2005,6,30
9404,2004,9,30
1703,2005,4,30
7707,2005,4,30
9609,2005,6,30
709,2005,6,30
2907,2004,9,30
503,2005,3,30
6402,2005,4,30
6102,2005,6,30
9704,2004,12,30
8609,2005,6,30
4104,2004,12,30
5503,2004,9,30
2104,2005,3,30
3809,2004,12,30
3603,2004,9,30
3509,2004,9,30
902,2005,3,30
3607,2004,9,30
1104,2004,12,30
1607,2005,4,30
103,2004,12,30
1107,2005,6,30
9104,2005,4,30
7003,2005,3,30
9404,2005,3,30
7103,2005,4,30
8803,2004,12,30
2202,2005,3,30
403,2004,12,30
102,2004,12,30
5604,2004,9,30
3507,2005,4,30
1404,2005,4,30
4604,2005,3,30
5703,2005,3,30
8709,2005,6,30
9804,2005,6,30
204,2005,6,30
4102,2005,4,30
2404,2005,4,30
903,2005,4,30
4703,2004,9,30
8309,2005,4,30
9104,2005,6,30
4707,2005,6,30
4203,2004,12,30
9806,2004,12,30
8503,2004,12,30
6204,2005,6,30
3503,2004,9,30
4802,2005,3,30
9202,2005,6,30
7307,2004,9,30
9404,2005,6,30
8707,2005,3,30
8802,2005,3,30
2807,2004,9,30
302,2005,6,30
4807,2004,9,30
7302,2005,4,30
4204,2005,6,30
402,2004,12,30
107,2005,3,30
3209,2005,6,30
604,2004,12,30
2704,2004,9,30
7104,2004,9,30
3503,2005,4,30
7904,2005,6,30
3407,2005,6,30
1304,2004,12,30
2604,2005,6,30
5802,2004,12,30
4102,2004,12,30
5803,2005,4,30
4103,2005,6,30
709,2005,3,30
1502,2005,4,30
1207,2005,4,30
903,2005,6,30
3302,2005,3,30
603,2005,6,30
1804,2004,9,30
6203,2004,12,30
8402,2004,9,30
5904,2005,3,30
1702,2004,12,30
309,2004,9,30
2103,2005,4,30
4902,2005,4,30
4607,2005,4,30
2904,2005,4,30
4207,2004,9,30
8409,2004,9,30
502,2005,6,30
7307,2004,12,30
9909,2004,9,30
609,2004,9,30
1707,2004,12,30
3704,2005,4,30
8602,2004,9,30
6902,2004,12,30
7002,2005,3,30
6004,2004,9,30
1707,2005,3,30
7303,2005,4,30
4804,2005,6,30
2102,2005,4,30
3802,2005,3,30
3002,2005,6,30
4803,2005,6,30
5004,2005,6,30
6109,2004,12,30
6204,2005,4,30
4307,2004,12,30
4702,2005,6,30
103,2005,4,30
4704,2004,12,30
7704,2005,3,30
909,2005,3,30
9503,2005,3,30
7307,2005,3,30
6503,2004,9,30
3004,2005,6,30
3707,2004,12,30
2209,2004,9,30
3009,2004,9,30
6604,2004,12,30
3804,2005,4,30
1203,2005,6,30
6302,2004,9,30
7902,2005,4,30
1004,2005,6,30
2309,2004,9,30
5204,2005,6,30
7107,2005,6,30
1709,2005,6,30
3909,2005,6,30
2304,2005,3,30
5603,2005,4,30
103,2005,3,30
2509,2005,6,30
902,2005,6,30
5103,2004,9,30
3109,2004,12,30
7402,2004,12,30
8604,2005,6,30
4507,2005,4,30
504,2005,6,30
9204,2004,9,30
4203,2005,3,30
3804,2005,3,30
4107,2005,4,30
3409,2004,12,30
1807,2005,6,30
7004,2005,4,30
4303,2005,6,30
2904,2005,3,30
7502,2005,3,30
2607,2005,6,30
3307,2004,12,30
9909,2005,3,30
6804,2004,12,30
6104,2004,12,30
8603,2005,4,30
507,2005,4,30
3609,2005,3,30
7404,2005,4,30
3809,2005,3,30
2007,2004,12,30
603,2004,12,30
309,2005,3,30
4403,2005,6,30
1703,2005,6,30
7703,2004,12,30
5504,2004,9,30
4707,2004,9,30
203,2004,12,30
4604,2005,6,30
7303,2004,9,30
6109,2004,9,30
5604,2005,4,30
8409,2005,6,30
3107,2004,9,30
2704,2005,4,30
1207,2005,3,30
302,2005,3,30
8703,2005,6,30
603,2004,9,30
9309,2005,3,30
509,2005,6,30
3202,2004,12,30
5202,2005,6,30
5502,2005,4,30
2103,2005,6,30
3209,2004,9,30
4404,2005,4,30
9402,2005,3,30
4802,2005,6,30
503,2005,4,30
3807,2005,3,30
7104,2005,6,30
2604,2004,12,30
8404,2004,12,30
7502,2005,6,30
7102,2004,12,30
1003,2004,9,30
1102,2004,12,30
4102,2005,7,30
4704,2005,6,30
7907,2005,6,30
809,2005,4,30
2004,2005,6,30
809,2004,12,30
6803,2004,9,30
3204,2004,12,30
5703,2004,9,30
9604,2005,6,30
7507,2004,9,30
7703,2004,9,30
9409,2005,4,30
3503,2005,6,30
7103,2004,12,30
5602,2004,12,30
1602,2005,6,30
4504,2005,3,30
7807,2005,6,30
4307,2004,9,30
5004,2004,12,30
3302,2004,9,30
2104,2004,12,30
1202,2004,12,30
303,2005,6,30
4507,2004,9,30
5904,2005,6,30
8403,2005,6,30
6803,2004,12,30
3504,2005,3,30
4804,2005,4,30
5002,2004,12,30
2109,2005,6,30
3509,2004,12,30
1502,2004,12,30
6002,2004,9,30
2102,2004,12,30
9603,2005,6,30
2303,2005,3,30
7002,2005,4,30
3003,2005,4,30
8702,2005,3,30
6903,2004,9,30
4502,2004,9,30
5704,2004,12,30
7904,2004,12,30
3702,2005,6,30
809,2005,6,30
5903,2005,4,30
8802,2004,12,30
6404,2005,4,30
1307,2005,6,30
407,2005,3,30
3503,2004,12,30
4503,2004,12,30
203,2005,6,30
1204,2005,3,30
902,2004,12,30
4007,2005,6,30
2907,2005,6,30
7704,2004,12,30
7007,2005,4,30
6002,2005,6,30
9503,2004,12,30
703,2005,4,30
1703,2005,3,30
3504,2005,6,30
1207,2004,9,30
7807,2004,9,30
8603,2004,9,30
707,2005,4,30
3507,2004,9,30
7404,2004,12,30
7003,2004,9,30
4309,2005,3,30
1607,2004,9,30
6002,2005,4,30
4003,2005,6,30
5504,2005,4,30
5602,2005,6,30
4803,2004,9,30
409,2005,4,30
7603,2004,9,30
5303,2004,12,30
2404,2005,6,30
8902,2005,3,30
